"NAZ_LOKAL","roky"
"ba2354cb-ba96-4e1c-81bb-9269c7c14781",1
"bdd43907-4cbd-45f0-ba39-a2a40e06a674",1
"c0782cb5-d9a5-44cd-9058-98a155d287a3",1
"c4c3c356-bc2e-4cd3-9b51-039aab73fcca",1
"c5a18afa-b6c1-4c0a-aafe-9563c7484304",1
"c6684272-6a62-45c9-baf9-92db6852ce80",1
"cf448aed-4dbe-4ef0-9e15-4e9ea4978e20",1
"e528d29a-780d-4ba2-881b-e63a3ea1acb1",1
"e5da22a7-2257-4f6b-a1f1-fd0af7f5f176",1
"ea2f7c30-f828-408f-b589-39679a9c9159",1
"ea6e5dba-7262-4bac-a681-e1d41c06d437",1
"efa1d47e-bea7-48cf-a69e-fbe320a47078",1
"f306dd51-82f2-4fb9-b302-fbb5640f7344",1
"fab2a008-c4b0-435c-860a-2ac1786483c2",1
"pod Heømanickım rybníkem",1
"rybník Argentina",1
"stanovnice",1
"údolí Tøebùvky",1
"Èejetièky - 5555c3 a 5655a1",1
"Èernice",1
"Èerná voda - Okolí Podhradského rybníka",1
"Èervenı mlın",1
"Èeskı Šternberk",1
"Èihadlo",1
"Èirá",1
"Èistá, pod Jeronımem",1
"Èotkytle",1
"ÈotkytleKrálovství, zarùstající rustikální kolonie ve svahu",1
"Èíhoš",1
"Øímovice",1
"Šerchov",1
"Šlakhamry",1
"Štìkøe",1
"Švaøec u øeky",1
"Švábov",1
"lutice, k pøehradì",1
"ulováStarost",1
